id,idChampionship,name,generalName,idRound,round,idStadium,stadium_country,stadium,attendance,idTeamHome,teamHome,teamHomeSize,scoreTeamHome,penaltiesScoreTeamHome,idTeamAway,teamAway,teamAwaySize,scoreTeamAway,penaltiesScoreTeamAway,hasPenalties,gameDate,gameCanceled,createddate,source,resultado,resultadoPenalties,golsInter,golsAdversario
11708,1949_CIT,Campeonato Citadino de Porto Alegre 1949,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,303,RENNER,S,0,,,1949-09-25,0,2025-08-12,Perin,Vitória,,2,0
11709,1949_CIT,Campeonato Citadino de Porto Alegre 1949,Citadino,,,503,BR,SÃO JOSÉ,,592,SÃO JOSÉ,S,0,,1,Internacional,X,1,,,1949-10-09,0,2025-08-12,Perin,Vitória,,1,0
11710,1949_CIT,Campeonato Citadino de Porto Alegre 1949,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,227,CRUZEIRO POA,S,2,,,1949-10-16,0,2025-08-12,Perin,Empate,,2,2
11711,1949_CIT,Campeonato Citadino de Porto Alegre 1949,Citadino,,,,,,,587,NACIONAL,S,0,,1,Internacional,X,1,,,1949-10-22,0,2025-08-12,Perin,Vitória,,1,0
11712,AMISTOSO,Amistoso,Amistoso,,,474,BR,PELOTAS,,588,PELOTAS,S,2,,1,Internacional,X,1,,,1949-11-10,0,2025-08-12,Perin,Derrota,,1,2
11713,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,588,PELOTAS,S,0,,1,Internacional,X,1,,,1949-11-16,0,2025-08-12,Perin,Vitória,,1,0
11714,AMISTOSO,Amistoso,Amistoso,,,469,BR,PASSO FUNDO,,245,GAÚCHO DE PASSO FUNDO,S,2,,1,Internacional,X,8,,,1949-11-20,0,2025-08-12,Perin,Vitória,,8,2
11715,AMISTOSO,Amistoso,Amistoso,,,469,BR,PASSO FUNDO,,184,14 DE JULHO DE PASSO FUNDO,S,1,,1,Internacional,X,8,,,1949-11-21,0,2025-08-12,Perin,Vitória,,8,1
11716,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,303,RENNER,S,2,,1,Internacional,X,7,,,1949-11-24,0,2025-08-12,Perin,Vitória,,7,2
11717,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,303,RENNER,S,0,,1,Internacional,X,3,,,1949-11-27,0,2025-08-12,Perin,Vitória,,3,0
11718,AMISTOSO,Amistoso,Amistoso,,,285,BR,CRUZEIRO,,587,NACIONAL,S,0,,1,Internacional,X,1,,,1949-11-30,0,2025-08-12,Perin,Vitória,,1,0
11719,AMISTOSO,Amistoso,Amistoso,,,423,BR,LAJEADO,,271,LAJEADENSE,S,2,,1,Internacional,X,3,,,1949-12-07,0,2025-08-12,Perin,Vitória,,3,2
11720,AMISTOSO,Amistoso,Amistoso,,,494,BR,SANTA CRUZ DO SUL,,36,Santa Cruz,S,1,,1,Internacional,X,1,,,1949-12-14,0,2025-08-12,Perin,Derrota,,1,1
11721,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,3,,592,SÃO JOSÉ,S,0,,,1949-12-30,0,2025-08-12,Perin,Vitória,,3,0
11722,AMISTOSO,Amistoso,Amistoso,,,363,BR,FLORIANO,,242,FLORIANO,S,3,,1,Internacional,X,3,,,1950-02-25,0,2025-08-12,Perin,Derrota,,3,3
11723,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,242,FLORIANO,S,2,,1,Internacional,X,3,,,1950-03-05,0,2025-08-12,Perin,Vitória,,3,2
11724,INDEFINIDO,Indefinido,Indefinido,,,384,BR,GRÊMIO,,303,RENNER,S,2,,1,Internacional,X,1,,,1950-03-12,0,2025-08-12,Perin,Derrota,,1,2
11725,INDEFINIDO,Indefinido,Indefinido,,,384,BR,GRÊMIO,,303,RENNER,S,1,,1,Internacional,X,1,,,1950-03-19,0,2025-08-12,Perin,Derrota,,1,1
11726,AMISTOSO,Amistoso,Amistoso,,,285,BR,CRUZEIRO,,227,CRUZEIRO POA,S,2,,1,Internacional,X,2,,,1950-03-26,0,2025-08-12,Perin,Derrota,,2,2
11727,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,1,,589,PEÑAROL,S,3,,,1950-04-09,0,2025-08-12,Perin,Derrota,,1,3
11728,AMISTOSO,Amistoso,Amistoso,,,285,BR,CRUZEIRO,,589,PEÑAROL,S,6,,1,Internacional,X,4,,,1950-04-14,0,2025-08-12,Perin,Derrota,,4,6
11729,AMISTOSO,Amistoso,Amistoso,,,257,BR,CACHOEIRA DO SUL,,215,CACHOEIRA,S,2,,1,Internacional,X,5,,,1950-04-15,0,2025-08-12,Perin,Vitória,,5,2
11730,AMISTOSO,Amistoso,Amistoso,,,495,BR,SANTA MARIA,,262,INTERNACIONAL DE SANTA MARIA,S,1,,1,Internacional,X,5,,,1950-04-16,0,2025-08-12,Perin,Vitória,,5,1
11731,INDEFINIDO,Indefinido,Indefinido,,,285,BR,CRUZEIRO,,224,CORINTHIANS PORTO ALEGRE,S,1,,1,Internacional,X,3,,,1950-04-22,0,2025-08-12,Perin,Vitória,,3,1
11732,INDEFINIDO,Indefinido,Indefinido,,,192,BR,Estádio da Timbaúva,,227,CRUZEIRO POA,S,0,,1,Internacional,X,2,,,1950-04-29,0,2025-08-12,Perin,Vitória,,2,0
11733,AMISTOSO,Amistoso,Amistoso,,,305,BR,ESPERANÇA,,407,ESPERANÇA,S,0,,1,Internacional,X,6,,,1950-05-01,0,2025-08-12,Perin,Vitória,,6,0
11734,AMISTOSO,Amistoso,Amistoso,,,272,BR,CAXIAS DO SUL,,29,Juventude,M,1,,1,Internacional,X,1,,,1950-05-07,0,2025-08-12,Perin,Derrota,,1,1
11735,AMISTOSO,Amistoso,Amistoso,,,236,BR,BAGÉ,,251,GRÊMIO BAGÉ,S,2,,1,Internacional,X,1,,,1950-05-14,0,2025-08-12,Perin,Derrota,,1,2
11736,AMISTOSO,Amistoso,Amistoso,,,474,BR,PELOTAS,,588,PELOTAS,S,1,,1,Internacional,X,2,,,1950-05-16,0,2025-08-12,Perin,Vitória,,2,1
11737,AMISTOSO,Amistoso,Amistoso,,,272,BR,CAXIAS DO SUL,,241,FLAMENGO DE CAXIAS,S,1,,1,Internacional,X,1,,,1950-06-08,0,2025-08-12,Perin,Derrota,,1,1
11738,INDEFINIDO,Indefinido,Indefinido,,,482,BR,RENNER,,592,SÃO JOSÉ,S,2,,1,Internacional,X,5,,,1950-07-09,0,2025-08-12,Perin,Vitória,,5,2
11739,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,587,NACIONAL,S,2,,1,Internacional,X,4,,,1950-07-16,0,2025-08-12,Perin,Vitória,,4,2
11740,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,592,SÃO JOSÉ,S,1,,1,Internacional,X,4,,,1950-07-23,0,2025-08-12,Perin,Vitória,,4,1
11741,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,227,CRUZEIRO POA,S,5,,1,Internacional,X,3,,,1950-08-05,0,2025-08-12,Perin,Derrota,,3,5
11742,INDEFINIDO,Indefinido,Indefinido,,,285,BR,CRUZEIRO,,587,NACIONAL,S,1,,1,Internacional,X,2,,,1950-08-13,0,2025-08-12,Perin,Vitória,,2,1
11743,INDEFINIDO,Indefinido,Indefinido,,,384,BR,GRÊMIO,,303,RENNER,S,1,,1,Internacional,X,3,,,1950-08-24,0,2025-08-12,Perin,Vitória,,3,1
11744,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,587,NACIONAL,S,0,,1,Internacional,X,1,,,1950-09-07,0,2025-08-12,Perin,Vitória,,1,0
11745,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,5,,224,CORINTHIANS PORTO ALEGRE,S,1,,,1950-09-10,0,2025-08-12,Perin,Vitória,,5,1
11746,AMISTOSO,Amistoso,Amistoso,,,463,BR,PARANÁ,,203,Atlético-PR,S,0,,1,Internacional,X,1,,,1950-09-17,0,2025-08-12,Perin,Vitória,,1,0
11747,AMISTOSO,Amistoso,Amistoso,,,463,BR,PARANÁ,,240,FERROVIÁRIO DO PARANÁ,S,1,,1,Internacional,X,2,,,1950-09-19,0,2025-08-12,Perin,Vitória,,2,1
11748,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,482,BR,RENNER,,587,NACIONAL,S,1,,1,Internacional,X,1,,,1950-09-24,0,2025-08-12,Perin,Derrota,,1,1
11749,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,592,SÃO JOSÉ,S,0,,,1950-10-04,0,2025-08-12,Perin,Vitória,,2,0
11750,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,482,BR,RENNER,,303,RENNER,S,3,,1,Internacional,X,2,,,1950-10-15,0,2025-08-12,Perin,Derrota,,2,3
11751,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,285,BR,CRUZEIRO,,227,CRUZEIRO POA,S,1,,1,Internacional,X,3,,,1950-10-22,0,2025-08-12,Perin,Vitória,,3,1
11752,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,482,BR,RENNER,,224,CORINTHIANS PORTO ALEGRE,S,0,,1,Internacional,X,4,,,1950-11-08,0,2025-08-12,Perin,Vitória,,4,0
11753,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,587,NACIONAL,S,1,,,1950-11-19,0,2025-08-12,Perin,Vitória,,3,1
11754,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,503,BR,SÃO JOSÉ,,592,SÃO JOSÉ,S,1,,1,Internacional,X,1,,,1950-11-25,0,2025-08-12,Perin,Derrota,,1,1
11755,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,303,RENNER,S,0,,,1950-11-29,0,2025-08-12,Perin,Vitória,,2,0
11756,AMISTOSO,Amistoso,Amistoso,,,363,BR,FLORIANO,,242,FLORIANO,S,3,,1,Internacional,X,4,,,1950-12-10,0,2025-08-12,Perin,Vitória,,4,3
11757,1950_CIT,Campeonato Citadino de Porto Alegre 1950,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,227,CRUZEIRO POA,S,1,,,1950-12-17,0,2025-08-12,Perin,Vitória,,3,1
11758,1951_RS,Gauchão 1951,Gauchão,,,285,BR,CRUZEIRO,,242,FLORIANO,S,1,,1,Internacional,X,4,,,1951-01-10,0,2025-08-12,Perin,Vitória,,4,1
11759,1951_RS,Gauchão 1951,Gauchão,,,285,BR,CRUZEIRO,,569,URUGUAIANA,S,1,,1,Internacional,X,1,,,1951-01-13,0,2025-08-12,Perin,Derrota,,1,1
11760,1951_RS,Gauchão 1951,Gauchão,,,187,BR,Eucaliptos,,1,Internacional,X,6,,306,RIO GRANDE,S,3,,,1951-01-13,0,2025-08-12,Perin,Vitória,,6,3
11761,1951_RS,Gauchão 1951,Gauchão,,,285,BR,CRUZEIRO,,213,BRASIL DE PELOTAS,S,0,,1,Internacional,X,1,,,1951-01-17,0,2025-08-12,Perin,Vitória,,1,0
11762,AMISTOSO,Amistoso,Amistoso,,,285,BR,CRUZEIRO,,227,CRUZEIRO POA,S,1,,1,Internacional,X,5,,,1951-01-20,0,2025-08-12,Perin,Vitória,,5,1
11763,AMISTOSO,Amistoso,Amistoso,,,248,BR,BENTO GONÇALVES,,82,Esportivo,S,1,,1,Internacional,X,2,,,1951-02-25,0,2025-08-12,Perin,Vitória,,2,1
11764,AMISTOSO,Amistoso,Amistoso,,,183,UY,Estádio Centenario,,589,PEÑAROL,S,4,,1,Internacional,X,0,,,1951-03-07,0,2025-08-12,Perin,Derrota,,0,4
11765,1951_RS,Gauchão 1951,Gauchão,,,485,BR,RIO GRANDE,,306,RIO GRANDE,S,1,,1,Internacional,X,2,,,1951-12-30,0,2025-08-12,Perin,Vitória,,2,1
11766,AMISTOSO,Amistoso,Amistoso,,,183,UY,Estádio Centenario,,285,NACIONAL DO URUGUAI,S,3,,1,Internacional,X,1,,,1951-03-11,0,2025-08-12,Perin,Derrota,,1,3
11767,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,2,,303,RENNER,S,1,,,1951-03-14,0,2025-08-12,Perin,Vitória,,2,1
11768,AMISTOSO,Amistoso,Amistoso,,,183,UY,Estádio Centenario,,589,PEÑAROL,S,3,,1,Internacional,X,2,,,1951-03-14,0,2025-08-12,Perin,Derrota,,2,3
11769,AMISTOSO,Amistoso,Amistoso,,,474,BR,PELOTAS,,588,PELOTAS,S,5,,1,Internacional,X,4,,,1951-03-25,0,2025-08-12,Perin,Derrota,,4,5
11770,AMISTOSO,Amistoso,Amistoso,,,474,BR,PELOTAS,,597,FARROUPILHA,S,1,,1,Internacional,X,2,,,1951-03-27,0,2025-08-12,Perin,Vitória,,2,1
11771,INDEFINIDO,Indefinido,Indefinido,,,503,BR,SÃO JOSÉ,,587,NACIONAL,S,0,,1,Internacional,X,5,,,1951-03-31,0,2025-08-12,Perin,Vitória,,5,0
11772,AMISTOSO,Amistoso,Amistoso,,,75,BR,Estádio Jornalista Mário Filho,,5,Flamengo,X,6,,1,Internacional,X,3,,,1951-04-07,0,2025-08-12,Perin,Derrota,,3,6
11773,INDEFINIDO,Indefinido,Indefinido,,,384,BR,GRÊMIO,,224,CORINTHIANS PORTO ALEGRE,S,0,,1,Internacional,X,3,,,1951-04-14,0,2025-08-12,Perin,Vitória,,3,0
11774,INDEFINIDO,Indefinido,Indefinido,,,503,BR,SÃO JOSÉ,,227,CRUZEIRO POA,S,0,,1,Internacional,X,5,,,1951-04-22,0,2025-08-12,Perin,Vitória,,5,0
11775,INDEFINIDO,Indefinido,Indefinido,,,482,BR,RENNER,,303,RENNER,S,2,,1,Internacional,X,2,,,1951-04-29,0,2025-08-12,Perin,Derrota,,2,2
11776,AMISTOSO,Amistoso,Amistoso,,,272,BR,CAXIAS DO SUL,,241,FLAMENGO DE CAXIAS,S,2,,1,Internacional,X,3,,,1951-05-01,0,2025-08-12,Perin,Vitória,,3,2
11777,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,587,NACIONAL,S,1,,1,Internacional,X,2,,,1951-05-03,0,2025-08-12,Perin,Vitória,,2,1
11778,AMISTOSO,Amistoso,Amistoso,,,485,BR,RIO GRANDE,,306,RIO GRANDE,S,3,,1,Internacional,X,2,,,1951-05-06,0,2025-08-12,Perin,Derrota,,2,3
11779,INDEFINIDO,Indefinido,Indefinido,,,482,BR,RENNER,,592,SÃO JOSÉ,S,0,,1,Internacional,X,4,,,1951-05-13,0,2025-08-12,Perin,Vitória,,4,0
11780,AMISTOSO,Amistoso,Amistoso,,,236,BR,BAGÉ,,182,Guarani de Bagé,S,1,,1,Internacional,X,2,,,1951-05-20,0,2025-08-12,Perin,Vitória,,2,1
11781,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,241,FLAMENGO DE CAXIAS,S,3,,1,Internacional,X,4,,,1951-06-03,0,2025-08-12,Perin,Vitória,,4,3
11782,AMISTOSO,Amistoso,Amistoso,,,495,BR,SANTA MARIA,,262,INTERNACIONAL DE SANTA MARIA,S,1,,1,Internacional,X,1,,,1951-06-10,0,2025-08-12,Perin,Derrota,,1,1
11783,INDEFINIDO,Indefinido,Indefinido,,,187,BR,Eucaliptos,,1,Internacional,X,1,,211,BOTAFOGO DO RIO,S,1,,,1951-06-14,0,2025-08-12,Perin,Empate,,1,1
11784,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,8,,224,CORINTHIANS PORTO ALEGRE,S,0,,,1951-06-16,0,2025-08-12,Perin,Vitória,,8,0
11785,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,592,SÃO JOSÉ,S,1,,,1951-06-24,0,2025-08-12,Perin,Empate,,1,1
11786,AMISTOSO,Amistoso,Amistoso,,,285,BR,CRUZEIRO,,301,PORTUGUESA DE DESPORTOS,S,1,,1,Internacional,X,3,,,1951-07-01,0,2025-08-12,Perin,Vitória,,3,1
11787,AMISTOSO,Amistoso,Amistoso,,,363,BR,FLORIANO,,242,FLORIANO,S,3,,1,Internacional,X,2,,,1951-07-08,0,2025-08-12,Perin,Derrota,,2,3
11788,AMISTOSO,Amistoso,Amistoso,,,211,BR,14 DE JULHO,,183,14 DE JULHO,S,3,,1,Internacional,X,4,,,1951-07-15,0,2025-08-12,Perin,Vitória,,4,3
11789,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,192,BR,Estádio da Timbaúva,,587,NACIONAL,S,1,,1,Internacional,X,1,,,1951-07-22,0,2025-08-12,Perin,Derrota,,1,1
11790,AMISTOSO,Amistoso,Amistoso,,,527,BR,URUGUAIANA,,569,URUGUAIANA,S,3,,1,Internacional,X,1,,,1951-07-29,0,2025-08-12,Perin,Derrota,,1,3
11791,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,285,BR,CRUZEIRO,,227,CRUZEIRO POA,S,2,,1,Internacional,X,1,,,1951-08-05,0,2025-08-12,Perin,Derrota,,1,2
11792,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,2,,303,RENNER,S,0,,,1951-08-19,0,2025-08-12,Perin,Vitória,,2,0
11793,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,227,CRUZEIRO POA,S,1,,1,Internacional,X,2,,,1951-09-02,0,2025-08-12,Perin,Vitória,,2,1
11794,AMISTOSO,Amistoso,Amistoso,,,192,BR,Estádio da Timbaúva,,242,FLORIANO,S,1,,1,Internacional,X,2,,,1951-09-07,0,2025-08-12,Perin,Vitória,,2,1
11795,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,192,BR,Estádio da Timbaúva,,224,CORINTHIANS PORTO ALEGRE,S,1,,1,Internacional,X,5,,,1951-09-23,0,2025-08-12,Perin,Vitória,,5,1
11796,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,503,BR,SÃO JOSÉ,,592,SÃO JOSÉ,S,0,,1,Internacional,X,4,,,1951-09-30,0,2025-08-12,Perin,Vitória,,4,0
11797,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,4,,587,NACIONAL,S,3,,,1951-10-21,0,2025-08-12,Perin,Vitória,,4,3
11798,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,4,,227,CRUZEIRO POA,S,2,,,1951-11-11,0,2025-08-12,Perin,Vitória,,4,2
11799,1951_CIT,Campeonato Citadino de Porto Alegre 1951,Citadino,,,482,BR,RENNER,,303,RENNER,S,1,,1,Internacional,X,4,,,1951-11-25,0,2025-08-12,Perin,Vitória,,4,1
11800,1951_RS,Gauchão 1951,Gauchão,,,285,BR,CRUZEIRO,,588,PELOTAS,S,2,,1,Internacional,X,2,,,1951-12-09,0,2025-08-12,Perin,Derrota,,2,2
11801,1951_RS,Gauchão 1951,Gauchão,,,474,BR,PELOTAS,,588,PELOTAS,S,1,,1,Internacional,X,1,,,1951-12-23,0,2025-08-12,Perin,Derrota,,1,1
11802,AMISTOSO,Amistoso,Amistoso,,,285,BR,CRUZEIRO,,412,FERRO CARRIL DA ARGENTINA,S,1,,1,Internacional,X,0,,,1952-01-09,0,2025-08-12,Perin,Derrota,,0,1
11803,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,4,,235,ESTUDIANTES DE LA PLATA,S,1,,,1952-01-25,0,2025-08-12,Perin,Vitória,,4,1
11804,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,2,,218,CHACARITA JUNIORS,S,1,,,1952-01-31,0,2025-08-12,Perin,Vitória,,2,1
11805,AMISTOSO,Amistoso,Amistoso,,,381,BR,GRAMADENSE,,530,SELEÇÃO DE GRAMADO,S,1,,1,Internacional,X,11,,,1952-03-02,0,2025-08-12,Perin,Vitória,,11,1
11806,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,5,,587,NACIONAL,S,0,,,1952-03-09,0,2025-08-12,Perin,Vitória,,5,0
11807,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,3,,303,RENNER,S,2,,,1952-03-15,0,2025-08-12,Perin,Vitória,,3,2
11808,AMISTOSO,Amistoso,Amistoso,,,272,BR,CAXIAS DO SUL,,241,FLAMENGO DE CAXIAS,S,1,,1,Internacional,X,4,,,1952-03-29,0,2025-08-12,Perin,Vitória,,4,1
11809,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,0,,18,Vasco da Gama,M,1,,,1952-04-06,0,2025-08-12,Perin,Derrota,,0,1
11810,1952_BR,Campeonato Brasileiro de Seleções de 1952,Campeonato Brasileiro de Seleções,,,313,BR,ESTÁDIO DA GRAÇA,,320,SELEÇÃO BAIANA,S,0,,1,Internacional,X,1,,,1952-04-13,0,2025-08-12,Perin,Vitória,,1,0
11811,1952_BR,Campeonato Brasileiro de Seleções de 1952,Campeonato Brasileiro de Seleções,,,187,BR,Eucaliptos,,1,Internacional,X,2,,320,SELEÇÃO BAIANA,S,1,,,1952-04-20,0,2025-08-12,Perin,Vitória,,2,1
11812,1952_BR,Campeonato Brasileiro de Seleções de 1952,Campeonato Brasileiro de Seleções,,,460,BR,PALMEIRAS,,541,SELEÇÃO DO PARÁ,S,0,,1,Internacional,X,4,,,1952-04-27,0,2025-08-12,Perin,Vitória,,4,0
11813,1952_BR,Campeonato Brasileiro de Seleções de 1952,Campeonato Brasileiro de Seleções,,,251,BR,BOTAFOGO,,541,SELEÇÃO DO PARÁ,S,3,,1,Internacional,X,6,,,1952-05-04,0,2025-08-12,Perin,Vitória,,6,3
11814,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,6,,588,PELOTAS,S,1,,,1952-05-18,0,2025-08-12,Perin,Vitória,,6,1
11815,1952_BR,Campeonato Brasileiro de Seleções de 1952,Campeonato Brasileiro de Seleções,,,187,BR,Eucaliptos,,1,Internacional,X,2,,332,SELEÇÃO PAULISTA,S,3,,,1952-05-25,0,2025-08-12,Perin,Derrota,,2,3
11816,1952_BR,Campeonato Brasileiro de Seleções de 1952,Campeonato Brasileiro de Seleções,,,458,BR,PACAEMBU,,332,SELEÇÃO PAULISTA,S,5,,1,Internacional,X,1,,,1952-05-28,0,2025-08-12,Perin,Derrota,,1,5
11817,INDEFINIDO,Indefinido,Indefinido,,,482,BR,RENNER,,227,CRUZEIRO POA,S,0,,1,Internacional,X,3,,,1952-06-22,0,2025-08-12,Perin,Vitória,,3,0
11818,AMISTOSO,Amistoso,Amistoso,,,474,BR,PELOTAS,,588,PELOTAS,S,6,,1,Internacional,X,1,,,1952-06-22,0,2025-08-12,Perin,Derrota,,1,6
11819,INDEFINIDO,Indefinido,Indefinido,,,285,BR,CRUZEIRO,,224,CORINTHIANS PORTO ALEGRE,S,2,,1,Internacional,X,4,,,1952-07-05,0,2025-08-12,Perin,Vitória,,4,2
11820,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,588,PELOTAS,S,0,,1,Internacional,X,6,,,1952-07-20,0,2025-08-12,Perin,Vitória,,6,0
11821,AMISTOSO,Amistoso,Amistoso,,,253,BR,BRASIL DE PELOTAS,,588,PELOTAS,S,2,,1,Internacional,X,2,,,1952-07-27,0,2025-08-12,Perin,Derrota,,2,2
11822,AMISTOSO,Amistoso,Amistoso,,,482,BR,RENNER,,242,FLORIANO,S,4,,1,Internacional,X,3,,,1952-08-07,0,2025-08-12,Perin,Derrota,,3,4
11823,AMISTOSO,Amistoso,Amistoso,,,285,BR,CRUZEIRO,,303,RENNER,S,0,,1,Internacional,X,2,,,1952-08-10,0,2025-08-12,Perin,Vitória,,2,0
11824,INDEFINIDO,Indefinido,Indefinido,,,482,BR,RENNER,,587,NACIONAL,S,1,,1,Internacional,X,3,,,1952-08-24,0,2025-08-12,Perin,Vitória,,3,1
11825,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,192,BR,Estádio da Timbaúva,,243,FORÇA E LUZ,S,1,,1,Internacional,X,6,,,1952-09-07,0,2025-08-12,Perin,Vitória,,6,1
11826,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,482,BR,RENNER,,303,RENNER,S,0,,1,Internacional,X,3,,,1952-09-14,0,2025-08-12,Perin,Vitória,,3,0
11827,AMISTOSO,Amistoso,Amistoso,,,363,BR,FLORIANO,,242,FLORIANO,S,0,,1,Internacional,X,0,,,1952-09-21,0,2025-08-12,Perin,Derrota,,0,0
11828,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,227,CRUZEIRO POA,S,1,,,1952-09-28,0,2025-08-12,Perin,Empate,,1,1
11829,AMISTOSO,Amistoso,Amistoso,,,257,BR,CACHOEIRA DO SUL,,215,CACHOEIRA,S,1,,1,Internacional,X,8,,,1952-10-05,0,2025-08-12,Perin,Vitória,,8,1
11830,AMISTOSO,Amistoso,Amistoso,,,215,BR,AIMORÉ,,189,AIMORÉ,S,2,,1,Internacional,X,5,,,1952-10-19,0,2025-08-12,Perin,Vitória,,5,2
11831,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,5,,587,NACIONAL,S,2,,,1952-10-26,0,2025-08-12,Perin,Vitória,,5,2
11832,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,587,NACIONAL,S,1,,,1952-11-05,0,2025-08-12,Perin,Empate,,1,1
11833,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,285,BR,CRUZEIRO,,227,CRUZEIRO POA,S,1,,1,Internacional,X,5,,,1952-11-15,0,2025-08-12,Perin,Vitória,,5,1
11834,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,3,,243,FORÇA E LUZ,S,0,,,1952-11-22,0,2025-08-12,Perin,Vitória,,3,0
11835,1952_CIT,Campeonato Citadino de Porto Alegre 1952,Citadino,,,187,BR,Eucaliptos,,1,Internacional,X,1,,303,RENNER,S,1,,,1952-11-30,0,2025-08-12,Perin,Empate,,1,1
11836,AMISTOSO,Amistoso,Amistoso,,,187,BR,Eucaliptos,,1,Internacional,X,2,,588,PELOTAS,S,1,,,1952-12-15,0,2025-08-12,Perin,Vitória,,2,1
11837,1952_RS,Gauchão 1952,Gauchão,,,482,BR,RENNER,,242,FLORIANO,S,1,,1,Internacional,X,2,,,1952-12-28,0,2025-08-12,Perin,Vitória,,2,1
11838,1953_RS,Gauchão 1953,Gauchão,,,426,BR,LIVRAMENTO,,353,14 DE JULHO DE LIVRAMENTO,S,0,,1,Internacional,X,4,,,1953-01-04,0,2025-08-12,Perin,Vitória,,4,0
11839,1953_RS,Gauchão 1953,Gauchão,,,192,BR,Estádio da Timbaúva,,213,BRASIL DE PELOTAS,S,0,,1,Internacional,X,2,,,1953-01-11,0,2025-08-12,Perin,Vitória,,2,0
