Adversario,Data,Estadio,Juiz,Renda,Treinador,Gols Pro,Gols Contra,Campeonato,Jogador 1,Gols,Posicao,Jogador 2,Gols,Posicao,Jogador 3,Gols,Posicao,Jogador 4,Gols,Posicao,Jogador 5,Gols,Posicao,Jogador 6,Gols,Posicao,Jogador 7,Gols,Posicao,Jogador 8,Gols,Posicao,Jogador 9,Gols,Posicao,Jogador 10,Gols,Posicao,Jogador 11,Gols,Posicao,Jogador 12,Gols,Posicao,Jogador 13,Gols,Posicao,Jogador 14,Gols,Posicao,Jogador 15,Gols,Posicao,Jogador 16,Gols,Posicao,Jogador 17,Gols,Posicao,Jogador 18,Gols,Posicao,Jogador 19,Gols,Posicao,,,,,,,,,
ESPORTIVO,07/03/1989,ESTÁDIO DA MONTANHA,SILVIO OLIVEIRA,"4,000",ABEL BRAGA,1,1,GAÚCHO,ADEMIR MARIA,1,,JULIO CESAR,,,NENÊ,,,NORTON,,,PAULO AFONSO,,,DACROCE,,,FRAGA,,,MARCELO VITA,,,HEIDER,1,,DIEGO AGUIRRE,,,JUAREZ,,,ADO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLÓRIA DE VACARIA,09/03/1989,BEIRA-RIO,RICARDO MÜLLER,"3,247",ABEL BRAGA,1,1,GAÚCHO,TAFFAREL,1,,LUIZ CARLOS ,,,NENÊ,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,1,,LUIS FERNANDO,,,LEOMIR,,,NILSON,,,EDU LIMA,,,ADO,,A,HEIDER,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,11/03/1989,BEIRA-RIO,JORGE SCHAEFER,"1,727",ABEL BRAGA,2,0,GAÚCHO,TAFFAREL,0,,JULIO CESAR,,,NENÊ,,,NORTON,,,PAULO AFONSO,,,NORBERTO,,,ADO,,,LUIS FERNANDO,,,HEIDER,,,MARCELO VITA,2,,JUAREZ,,,FRAGA,,M,MARCELO LIMA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA,14/03/1989,FONTE NOVA,LUIZ CARLOS FÉLIX,"39,000",ABEL BRAGA,0,1,LIBERTADORES,TAFFAREL,1,,LUIZ CARLOS ,,,NENÊ,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,LEOMIR,,,NILSON,,,ADO,,,DACROCE,,M,HEIDER,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,16/03/1989,BOCA DO LOBO,RENATO MARSIGLIA,"5,874",ABEL BRAGA,0,1,GAÚCHO,ADEMIR MARIA,1,,JULIO CESAR,,,BIDÚ,,,MAURICIO-Z,,,PAULO AFONSO,,,DACROCE,,,FRAGA,,,MARCELO VITA,,,HEIDER,,,NILSON,,,EDU LIMA,,,DIEGO AGUIRRE,,A,MARCELO LIMA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO HAMBURGO,17/03/1989,BEIRA-RIO,ORION SATTER DE MELLO,"1,315",ABEL BRAGA,3,0,GAÚCHO,TAFFAREL,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,DIEGO AGUIRRE,,,ADO,,,EDU LIMA,2,A,NILSON,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,19/03/1989,BEIRA-RIO,LUIZ CUNHA MARTINS,"10,000",ABEL BRAGA,1,1,GAÚCHO,ADEMIR MARIA,1,,JULIO CESAR,,,AGUIRREGARAY,,,MAURICIO-Z,1,,PAULO AFONSO,,,NORBERTO,,,FRAGA,,,MARQUINHOS,,,MARCELO VITA,,,NILSON,,,JUAREZ,,,ADO,,A,MARCELO LIMA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARÍTIMO DA VENEZUELA,21/03/1989,BEIRA-RIO,GABRIEL GONZALES,"20,000",ABEL BRAGA,3,0,LIBERTADORES,TAFFAREL,0,,LUIZ CARLOS ,1,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,,,DIEGO AGUIRRE,,,EDU LIMA,1,,ADO,,A,MARCELO VITA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSO FUNDO,23/03/1989,BEIRA-RIO,JOSÉ MOCELIN,,ABEL BRAGA,3,1,GAÚCHO,TAFFAREL,1,,LUIZ CARLOS ,,,NORTON,,,MAURICIO-Z,,,CASEMIRO,1,,MARQUINHOS,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,,,NILSON,1,,EDU LIMA,,,DIEGO AGUIRRE,,A,BIDÚ,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,26/03/1989,CENTENÁRIO CAXIAS DO SUL,RENATO MARSIGLIA,"9,806",ABEL BRAGA,2,1,GAÚCHO,TAFFAREL,1,,JULIO CESAR,,,AGUIRREGARAY,,,MAURICIO-Z,1,,CASEMIRO,,,MARQUINHOS,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,NILSON,1,,EDU LIMA,,,ADO,,A,NORTON,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACHIRA,28/03/1989,BEIRA-RIO,JUAN ORTUBE,"4,824",ABEL BRAGA,3,1,LIBERTADORES,TAFFAREL,1,,CASEMIRO,,,AGUIRREGARAY,,,NORBERTO,,,PAULO AFONSO,,,MARCELO VITA,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,NILSON,,,DIEGO AGUIRRE,1,,ADO,,,DACROCE,,M,EDU LIMA,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLÓRIA DE VACARIA,30/03/1989,BEIRA-RIO,ORION SATTER DE MELLO,"4,137",ABEL BRAGA,0,0,GAÚCHO,TAFFAREL,0,,DACROCE,,,AGUIRREGARAY,,,MAURICIO-Z,,,PAULO AFONSO,,,NORBERTO,,,MARQUINHOS,,,LUIS FERNANDO,,,HEIDER,,,NILSON,,,JUAREZ,,,DIEGO AGUIRRE,,A,CARIL,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNACIONAL DE SANTA MARIA,02/04/1989,BAIXADA MELANCÓLICA,SILVIO RODRIGUES,"7,545",ABEL BRAGA,0,1,GAÚCHO,ADEMIR MARIA,1,,JULIO CESAR,,,NORTON,,,MAURICIO-Z,,,PAULO AFONSO,,,DACROCE,,,ADO,,,CARIL,,,MARQUINHOS,,,MARCELO VITA,,,JUAREZ,,,FRAGA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEÑAROL,05/04/1989,BEIRA-RIO,ABEL GRECCO,"58,000",ABEL BRAGA,6,2,LIBERTADORES,TAFFAREL,2,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NORTON,2,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,2,,NILSON,2,,EDU LIMA,,,DIEGO AGUIRRE,,A,ADO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIMORÉ,09/04/1989,CRISTO REI,CARLOS MARTINS,"12,000",ABEL BRAGA,3,0,GAÚCHO,ADEMIR MARIA,0,,JULIO CESAR,,,NENÊ,,,MAURICIO-Z,,,PAULO AFONSO,,,DACROCE,,,FRAGA,,,CARIL,,,MARQUINHOS,1,,MARCELO VITA,2,,ADO,,,DIEGO AGUIRRE,,A,BIDÚ,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEÑAROL,11/04/1989,CENTENÁRIO URUGUAY,GABRIEL GONZALES,"37,400.00",ABEL BRAGA,2,1,LIBERTADORES,TAFFAREL,1,,LUIZ CARLOS ,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,DIEGO AGUIRRE,1,,EDU LIMA,1,,DACROCE,,M,PAULO AFONSO,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO DE RIO GRANDE,13/04/1989,BEIRA-RIO,INÁCIO MENDES,"CR$ 3.500,00",ABEL BRAGA,3,0,GAÚCHO,TAFFAREL,0,,JULIO CESAR,,,AGUIRREGARAY,,,NORTON,,,PAULO AFONSO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,1,,DIEGO AGUIRRE,1,,EDU LIMA,1,,MARCELO VITA,,A,NILSON,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,16/04/1989,BEIRA-RIO,JOSÉ MOCELIN,"CR$ 5.000,00",ABEL BRAGA,0,2,GAÚCHO,ADEMIR MARIA,2,,JULIO CESAR,,,ELISEU,,,MAURICIO-Z,,,PAULO AFONSO,,,DACROCE,,,MARQUINHOS,,,CARIL,,,MARCELO VITA,,,NILSON,,,EDU LIMA,,,JUAREZ,,A,BIDÚ,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA,19/04/1989,BEIRA-RIO,JOSÉ ASSIS DE ARAGÃO,"CR$ 89.000,00",ABEL BRAGA,1,0,LIBERTADORES,TAFFAREL,0,,JULIO CESAR,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,DIEGO AGUIRRE,1,,EDU LIMA,,,MARCELO VITA,,A,BONAMIGO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ,23/04/1989,PLÁTANOS,RENATO MARSIGLIA,"CR$ 6.600,00",ABEL BRAGA,0,1,GAÚCHO,ADEMIR MARIA,1,,BIDÚ,,,ELISEU,,,NENÊ,,,ADO,,,DACROCE,,,FRAGA,,,CARIL,,,MARCELO VITA,,,NILSON,,,BALALO,,,JUAREZ,,A,SANDRO BECKER,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAHIA,26/04/1989,FONTE NOVA,ARNALDO CESAR COELHO,"CR$ 105.800,00",ABEL BRAGA,0,0,LIBERTADORES,TAFFAREL,0,,NORBERTO,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,HEIDER,,,NILSON,,,EDU LIMA,,,DACROCE,,M,NENÊ,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEADENSE,29/04/1989,BEIRA-RIO,INGORNR KRONBAUER,"CR$ 4.000,00",ABEL BRAGA,4,0,GAÚCHO,TAFFAREL,0,,NORBERTO,,,AGUIRREGARAY,,,NORTON,1,,CASEMIRO,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,1,,NILSON,,,EDU LIMA,1,,DIEGO AGUIRRE,,A,MARCELO VITA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPERÁRIO DE MS,01/05/1989,PEDRO PEDROSSIAN,MARCUS AUGUSTUS,,ABEL BRAGA,4,1,AMISTOSO,TAFFAREL,1,,NORTON,,,ELISEU,,,NENÊ,,,CASEMIRO,,,BONAMIGO,,,LUIZ CARLOS MARTINS,1,,DACROCE,,,NILSON,2,,DIEGO AGUIRRE,,,ADO,1,,MARQUINHOS,,M,MARCELO VITA,,A,PAULO AFONSO,,Z,ADEMIR MARIA,,G,,,,,,,,,,,,,,,,,,,,,
OLIMPIA,10/05/1989,DEFENSORES DEL CHACO,JUAN CARLOS LOUSTAU,"CR$ 63.000,00",ABEL BRAGA,1,0,LIBERTADORES,TAFFAREL,0,,NORBERTO,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,,,NILSON,,,DACROCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLÓRIA DE VACARIA,14/05/1989,BEIRA-RIO,RENATO MARSIGLIA,"CR$ 7.000,00",ABEL BRAGA,3,1,GAÚCHO,TAFFAREL,1,,JULIO CESAR,,,ELISEU,,,NENÊ,,,PAULO AFONSO,,,LEOMIR,,,DACROCE,,,ADO,,,MARCELO VITA,1,,DIEGO AGUIRRE,,,EDU LIMA,2,,MARQUINHOS,,M,JUAREZ,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIMPIA,17/05/1989,BEIRA-RIO,HERNAN SILVA,"CR$ 95.000,00 P-69.928",ABEL BRAGA,2,3,LIBERTADORES,TAFFAREL,3,,NORBERTO,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,BONAMIGO,,,DACROCE,1,,LUIS FERNANDO,1,,HEIDER,,,NILSON,,,EDU LIMA,,,DIEGO AGUIRRE,,A,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSO FUNDO,19/05/1989,VERMELHÃO DA SERRA,LUIZ CUNHA MARTINS,"CR$ 16.000,00",ABEL BRAGA,0,0,GAÚCHO,TAFFAREL,0,,JULIO CESAR,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,BONAMIGO,,,DACROCE,,,LUIS FERNANDO,,,NILSON,,,DIEGO AGUIRRE,,,EDU LIMA,,,MARQUINHOS,,M,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,21/05/1989,BEIRA-RIO,CARLOS MARTINS,"CR$ 10.000,00",ABEL BRAGA,2,1,GAÚCHO,TAFFAREL,1,,LEOMIR,,,AGUIRREGARAY,1,,NORTON,,,CASEMIRO,,,BONAMIGO,,,MARQUINHOS,,,HEIDER,,,NILSON,1,,DIEGO AGUIRRE,,,EDU LIMA,,,ADO,,A,MARCELO VITA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,25/05/1989,BOCA DO LOBO,JOSÉ MOCELIN,"CR$ 26.000,00",ABEL BRAGA,1,1,GAÚCHO,TAFFAREL,1,,LEOMIR,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,BONAMIGO,,,LUIS FERNANDO,,,HEIDER,,,DIEGO AGUIRRE,1,,ADO,,,MARQUINHOS,,M,JUAREZ,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,28/05/1989,BEIRA-RIO,RENATO MARSIGLIA,"CR$ 77.000,00",ABEL BRAGA,1,3,GAÚCHO,TAFFAREL,3,,NORBERTO,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,1,,HEIDER,,,NILSON,,,ADO,,,DIEGO AGUIRRE,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLÓRIA DE VACARIA,04/06/1989,ALTO DA GLÓRIA,LUIZ CUNHA MARTINS,"CR$ 18.800,00",ABEL BRAGA,2,1,GAÚCHO,TAFFAREL,1,,CASEMIRO,,,NORTON,,,MAURICIO-Z,,,LULA-80,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,LEOMIR,,,CLAUDINHO,,,NILSON,1,,ADO,1,,DACROCE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSO FUNDO,07/06/1989,BEIRA-RIO,JORGE SCHAEFER,"CR$ 8.200,00",ABEL BRAGA,4,1,GAÚCHO,TAFFAREL,1,,CASEMIRO,,,AGUIRREGARAY,,,NORTON,,,LULA-80,,,NORBERTO,,,BONAMIGO,1,,LUIZ CARLOS MARTINS,,,CLAUDINHO,1,,NILSON,1,,ADO,1,,ADEMIR MARIA,,G,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,11/06/1989,CENTENÁRIO CAXIAS DO SUL,SILVIO OLIVEIRA,"CR$ 32.000,00",ABEL BRAGA,2,0,GAÚCHO,TAFFAREL,0,,CASEMIRO,,,AGUIRREGARAY,,,NORTON,,,LULA-80,,,NORBERTO,,,BONAMIGO,,,LUIZ CARLOS MARTINS,1,,CLAUDINHO,,,DIEGO AGUIRRE,,,ADO,,,EDU LIMA,1,A,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,14/06/1989,BEIRA-RIO,LUIZ CUNHA MARTINS,"CR$ 9.000,00",ABEL BRAGA,1,0,GAÚCHO,ADEMIR MARIA,0,,JULIO CESAR,,,AGUIRREGARAY,,,NORTON,,,LULA-80,,,NORBERTO,,,BONAMIGO,1,,LUIS FERNANDO,,,CLAUDINHO,,,DIEGO AGUIRRE,,,EDU LIMA,,,DACROCE,,M,LEOMIR,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,18/06/1989,OLÍMPICO,CARLOS MARTINS,"CR$ 141.000,00 P-48.103",ABEL BRAGA,0,0,GAÚCHO,ADEMIR MARIA,0,,CASEMIRO,,,AGUIRREGARAY,,,NORTON,,,LULA-80,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LEOMIR,,,CLAUDINHO,,,DIEGO AGUIRRE,,,EDU LIMA,,,DACROCE,,M,MARCELO VITA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASIL DE FARROUPILHA,16/07/1989,BEIRA-RIO,WILSON MASTELA,"CR$ 481,00",PAULO CESAR CARPEGIANI,2,0,AMISTOSO,ADEMIR MARIA,0,,LUIZ CARLOS ,,,NORTON,,,MAURICIO-Z,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,MARCELO VITA,1,,HEIDER,1,,NILSON,,,EDMUNDO,,,DACROCE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA,19/07/1989,BEIRA-RIO,DALMO BOZZANO,"CR$ 8.000,00",PAULO CESAR CARPEGIANI,0,0,COPA DO BRASIL,ADEMIR MARIA,0,,LUIZ CARLOS ,,,NORTON,,,MAURICIO-Z,,,CASEMIRO,,,NORBERTO,,,DACROCE,,,LUIZ CARLOS MARTINS,,,HEIDER,,,MARCELO VITA,,,EDMUNDO,,,JULIO CESAR,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA,22/07/1989,REI PELÉ,WILSON CARLOS DOS SANTOS,"CR$ 42.000,00",PAULO CESAR CARPEGIANI,2,0,COPA DO BRASIL,ADEMIR MARIA,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,MAURICIO-Z,,,CASEMIRO,,,NORTON,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,HEIDER,,,MARCELO VITA,,,EDMUNDO,1,,DACROCE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOIÁS,26/07/1989,BEIRA-RIO,TITO RODRIGUES,"CR$7.000,00",PAULO CESAR CARPEGIANI,0,0,COPA DO BRASIL,CÉSAR-G,0,,LUIZ CARLOS ,,,AGUIRREGARAY,,,MAURICIO-Z,,,CASEMIRO,,,NORTON,,,NORBERTO,,,LUIS FERNANDO,,,HEIDER,,,MARCELO VITA,,,EDMUNDO,,,DACROCE,,M,CLAUDINHO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOIÁS,29/07/1989,SERRA DOURADA,ALVIMAR GASPAR DOS REIS,"CR$ 43.000,00",PAULO CESAR CARPEGIANI,0,4,COPA DO BRASIL,ADEMIR MARIA,4,,LUIZ CARLOS ,,,AGUIRREGARAY,,,MAURICIO-Z,,,CASEMIRO,,,NORTON,,,LUIZ CARLOS MARTINS,,,BONAMIGO,,,HEIDER,,,MARCELO VITA,,,LUIS FERNANDO,,,EDU LIMA,,A,EDMUNDO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO DO URUGUAI,13/08/1989,MONTEVIDEO,,,PAULO CESAR CARPEGIANI,0,3,INTERNACIONAL AMISTOSO,ADEMIR MARIA,3,,CASEMIRO,,,AGUIRREGARAY,,,MAURICIO-Z,,,JACQUET,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,ROBERTO CARLOS,,,BONAMIGO,,,EDU LIMA,,,EDMUNDO,,A,JULIO CESAR,,Z,CÉSAR-G,,G,,,,,,,,,,,,,,,,,,,,,,,,
MECHELEN DA BÉLGICA,22/08/1989,ESPANHA,,,PAULO CESAR CARPEGIANI,1,3,TORNEIO INTERNACIONAL,ADEMIR MARIA,3,,CHIQUINHO,,,AGUIRREGARAY,,,NENÊ,,,JACQUET,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,ROBERTO CARLOS,1,,BONAMIGO,,,EDU LIMA,,,NELSON,,A,JOÃO CARLOS-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARCELONA,23/08/1989,ESPANHA,,,PAULO CESAR CARPEGIANI,0,1,TORNEIO INTERNACIONAL,ADEMIR MARIA,1,,CHIQUINHO,,,AGUIRREGARAY,,,NENÊ,,,JACQUET,,,NORBERTO,,,BONAMIGO,,,LUIS FERNANDO,,,ROBERTO CARLOS,,,NELSON,,,DACROCE,,,EDU LIMA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REAL MÚRCIA,26/08/1989,ESPANHA,,,PAULO CESAR CARPEGIANI,2,0,TORNEIO INTERNACIONAL,ADEMIR MARIA,0,,CHIQUINHO,,,AGUIRREGARAY,,,NENÊ,,,JACQUET,,,NORBERTO,,,BONAMIGO,,,LUIS FERNANDO,1,,ROBERTO CARLOS,,,NELSON,,,DACROCE,,,EDU LIMA,,A,LUIZ CARLOS MARTINS,1,M,MAURICIO-Z,,Z,,,,,,,,,,,,,,,,,,,,,,,,
CEUTA,27/08/1989,ESPANHA,,,PAULO CESAR CARPEGIANI,1,0,TORNEIO INTERNACIONAL,ADEMIR MARIA,0,,CHIQUINHO,,,AGUIRREGARAY,,,NENÊ,,,JACQUET,,,DACROCE,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,ROBERTO CARLOS,,,NELSON,1,,BONAMIGO,,,EDU LIMA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVILHA,29/08/1989,ESPANHA,,,PAULO CESAR CARPEGIANI,2,2,INTERNACIONAL AMISTOSO,ADEMIR MARIA,2,,CHIQUINHO,,,AGUIRREGARAY,1,,NENÊ,,,JACQUET,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,BONAMIGO,,,ROBERTO CARLOS,,,NELSON,1,,EDU LIMA,,,LUIS FERNANDO,,M,DACROCE,,M,MAURICIO-Z,,Z,CÉSAR-G,,G,,,,,,,,,,,,,,,,,,,,,
TOLUCA,31/08/1989,MÉXICO,,,PAULO CESAR CARPEGIANI,2,2,INTERNACIONAL AMISTOSO,CÉSAR-G,2,,CHIQUINHO,,,AGUIRREGARAY,1,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,LUIS FERNANDO,,,DACROCE,,,NELSON,,,EDU LIMA,1,,ROBERTO CARLOS,,A,BONAMIGO,,M,MAURICIO-Z,,Z,,,,,,,,,,,,,,,,,,,,,,,,
PUEBLA,03/09/1989,MÉXICO,,,PAULO CESAR CARPEGIANI,1,0,INTERNACIONAL AMISTOSO,ADEMIR MARIA,0,,CHIQUINHO,,,AGUIRREGARAY,,,NENÊ,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,DACROCE,,,ROBERTO CARLOS,,,NELSON,1,,EDU LIMA,,,LUIS FERNANDO,,M,JACQUET,,Z,MAURICIO-Z,,Z,CÉSAR-G,,G,,,,,,,,,,,,,,,,,,,,,
BOTAFOGO DO RIO,06/09/1989,MARACANÃ,,"CR$ 84.000,00",PAULO CESAR CARPEGIANI,1,2,BRASILEIRO,TAFFAREL,2,,CHIQUINHO,1,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,LUIZ CARLOS MARTINS,,,DACROCE,,,ROBERTO CARLOS,,,NELSON,,,EDU LIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLÉTICO MINEIRO,10/09/1989,BEIRA-RIO,ARNALDO CESAR COELHO,"CR$ 95.000,00",PAULO CESAR CARPEGIANI,1,0,BRASILEIRO,TAFFAREL,0,,CHIQUINHO,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,NORBERTO,,,BONAMIGO,,,DACROCE,,,ROBERTO CARLOS,,,NELSON,,,EDU LIMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITÓRIA,17/09/1989,FONTE NOVA,JOSÉ ASSIS DE ARAGÃO,"CR$ 61.000,00",PAULO CESAR CARPEGIANI,2,0,BRASILEIRO,TAFFAREL,0,,CHIQUINHO,,,AGUIRREGARAY,,,NORTON,,,CASEMIRO,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,ZÉ CARLOS,1,,ROBERTO CARLOS,,,NELSON,,,EDU LIMA,,,LUVANOR,1,A,DACROCE,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLÉTICO PARANAENSE,24/09/1989,BEIRA-RIO,WILSON CARLOS DOS SANTOS,"CR$ 139.000,00",PAULO CESAR CARPEGIANI,0,0,BRASILEIRO,TAFFAREL,0,,CHIQUINHO,,,AGUIRREGARAY,,,NORTON,,,JACQUET,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,ZÉ CARLOS,,,ROBERTO CARLOS,,,NELSON,,,EDU LIMA,,,LUVANOR,,A,JOÃO CARLOS-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO,30/09/1989,MORUMBI,DALMO BOZZANO,"CR$ 57.000,00",BRÁULIO BARBOSA DE LIMA,1,2,BRASILEIRO,TAFFAREL,2,,CHIQUINHO,,,AGUIRREGARAY,,,NORTON,,,JACQUET,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,ZÉ CARLOS,,,LUVANOR,,,NELSON,1,,EDU LIMA,,,ROBERTO CARLOS,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNACIONAL DE LIMEIRA,04/10/1989,BEIRA-RIO,IVO TADEU SCATOLA,"CR$ 55.000,00",BRÁULIO BARBOSA DE LIMA,0,0,BRASILEIRO,TAFFAREL,0,,CHIQUINHO,,,AGUIRREGARAY,,,NORTON,,,JACQUET,,,BONAMIGO,,,LUIZ CARLOS MARTINS,,,ZÉ CARLOS,,,ROBERTO CARLOS,,,NELSON,,,EDU LIMA,,,LUVANOR,,A,NENÊ,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMENGO,08/10/1989,BEIRA-RIO,JOSÉ ASSIS DE ARAGÃO,"CR$ 138.000,00",BRÁULIO BARBOSA DE LIMA,0,0,BRASILEIRO,TAFFAREL,0,,CHIQUINHO,,,NORTON,,,NENÊ,,,JACQUET,,,NORBERTO,,,BONAMIGO,,,ZÉ CARLOS,,,LUVANOR,,,NELSON,,,EDU LIMA,,,EDMUNDO,,A,JOÃO CARLOS-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORINTHIANS,15/10/1989,MORUMBI,JOSÉ ROBERTO WRIGHT,"CR$ 164.000,00",BRÁULIO BARBOSA DE LIMA,0,1,BRASILEIRO,ADEMIR MARIA,1,,CHIQUINHO,,,NORTON,,,NENÊ,,,JACQUET,,,NORBERTO,,,BONAMIGO,,,ZÉ CARLOS,,,LUVANOR,,,NELSON,,,EDU LIMA,,,EDMUNDO,,A,JOÃO CARLOS-80,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
