id,date,round,teamHome,scoreTeamHome,teamAway,scoreTeamAway,,image
601429,2019-07-28,Round 12,Flamengo,3,Botafogo RJ,2,,
601432,2019-07-28,Round 12,Chapecoense AF,0,Bahia,0,,
601426,2019-07-30,Round 12,CS Alagoano,0,Gremio,0,,
601437,2019-08-03,Round 13,Fluminense,2,Internacional,1,,
601440,2019-08-03,Round 13,Ceara,2,Fortaleza,1,,
601435,2019-08-04,Round 13,Vasco da Gama,0,CS Alagoano,0,,
601438,2019-08-04,Round 13,Atletico MG,2,Cruzeiro,0,,
601439,2019-08-04,Round 13,Avai FC,0,Botafogo RJ,2,,
601434,2019-08-04,Round 13,Santos FC,6,Goias,1,,
601441,2019-08-04,Round 13,Bahia,3,Flamengo,0,,
601443,2019-08-04,Round 13,Corinthians,1,Palmeiras,1,,
601436,2019-08-06,Round 13,Gremio,3,Chapecoense AF,3,,
601376,2019-08-07,Round 7,Corinthians,2,Goias,0,,
601451,2019-08-10,Round 14,Sao Paulo,3,Santos FC,2,,
601448,2019-08-10,Round 14,Ceara,4,Chapecoense AF,1,,
601452,2019-08-10,Round 14,Flamengo,3,Gremio,1,,
601444,2019-08-11,Round 14,Internacional,0,Corinthians,0,,
601445,2019-08-11,Round 14,Avai FC,2,Cruzeiro,2,,
601447,2019-08-11,Round 14,Goias,0,Vasco da Gama,1,,
601450,2019-08-11,Round 14,Palmeiras,2,Bahia,2,,
601446,2019-08-11,Round 14,Atletico MG,2,Fluminense,1,,
601453,2019-08-11,Round 14,Botafogo RJ,2,Atletico PR,1,,
601449,2019-08-13,Round 14,CS Alagoano,0,Fortaleza,2,,
601463,2019-08-17,Round 15,Fortaleza,0,Internacional,1,,
601454,2019-08-17,Round 15,Atletico PR,1,Atletico MG,0,,
601455,2019-08-17,Round 15,Corinthians,2,Botafogo RJ,0,,
601457,2019-08-17,Round 15,Vasco da Gama,1,Flamengo,4,,
601456,2019-08-18,Round 15,Sao Paulo,1,Ceara,0,,
601458,2019-08-18,Round 15,Fluminense,0,CS Alagoano,1,,
601459,2019-08-18,Round 15,Gremio,1,Palmeiras,1,,
601460,2019-08-18,Round 15,Chapecoense AF,1,Avai FC,0,,
601461,2019-08-18,Round 15,Cruzeiro,2,Santos FC,0,,
601462,2019-08-18,Round 15,Bahia,1,Goias,1,,
601442,2019-08-21,Round 13,Atletico PR,0,Sao Paulo,1,,
601465,2019-08-24,Round 16,Gremio,2,Atletico PR,1,,
601467,2019-08-24,Round 16,Atletico MG,0,Bahia,1,,
601466,2019-08-25,Round 16,Avai FC,1,Corinthians,1,,
601468,2019-08-25,Round 16,Goias,2,Internacional,1,,
601469,2019-08-25,Round 16,Ceara,0,Flamengo,3,,
601470,2019-08-25,Round 16,CS Alagoano,1,Cruzeiro,1,,
601472,2019-08-25,Round 16,Santos FC,3,Fortaleza,3,,
601473,2019-08-25,Round 16,Vasco da Gama,2,Sao Paulo,0,,
601464,2019-08-27,Round 16,Botafogo RJ,0,Chapecoense AF,0,,
601474,2019-08-31,Round 17,Atletico PR,1,Ceara,0,,
601477,2019-08-31,Round 17,Sao Paulo,0,Gremio,0,,
601480,2019-08-31,Round 17,Chapecoense AF,0,Santos FC,1,,
601482,2019-08-31,Round 17,Bahia,1,CS Alagoano,0,,
601483,2019-09-01,Round 17,Cruzeiro,1,Vasco da Gama,0,,
601475,2019-09-01,Round 17,Fortaleza,2,Goias,0,,
601476,2019-09-01,Round 17,Corinthians,1,Atletico MG,0,,
601478,2019-09-01,Round 17,Flamengo,3,Palmeiras,0,,
601481,2019-09-01,Round 17,Internacional,3,Botafogo RJ,2,,
601479,2019-09-03,Round 17,Fluminense,0,Avai FC,1,,
601491,2019-09-07,Round 18,Corinthians,2,Ceara,2,,
601493,2019-09-07,Round 18,Vasco da Gama,0,Bahia,2,,
601485,2019-09-07,Round 18,Internacional,1,Sao Paulo,0,,
601486,2019-09-07,Round 18,Avai FC,0,Flamengo,3,,
601489,2019-09-07,Round 18,Fortaleza,0,Fluminense,1,,
601484,2019-09-08,Round 18,Botafogo RJ,2,Atletico MG,1,,
601490,2019-09-08,Round 18,CS Alagoano,2,Chapecoense AF,0,,
601488,2019-09-08,Round 18,Goias,1,Palmeiras,2,,
601492,2019-09-08,Round 18,Santos FC,1,Atletico PR,1,,
601487,2019-09-08,Round 18,Cruzeiro,1,Gremio,4,,
601471,2019-09-11,Round 16,Palmeiras,3,Fluminense,0,,
601497,2019-09-14,Round 19,Palmeiras,1,Cruzeiro,0,,
601499,2019-09-14,Round 19,Flamengo,1,Santos FC,0,,
601502,2019-09-14,Round 19,Chapecoense AF,1,Vasco da Gama,2,,
601494,2019-09-15,Round 19,Bahia,1,Fortaleza,1,,
601495,2019-09-15,Round 19,Ceara,0,Botafogo RJ,0,,
601496,2019-09-15,Round 19,Atletico PR,0,Avai FC,1,,
601498,2019-09-15,Round 19,Sao Paulo,1,CS Alagoano,1,,
601500,2019-09-15,Round 19,Fluminense,1,Corinthians,0,,
601501,2019-09-15,Round 19,Gremio,3,Goias,0,,
601503,2019-09-15,Round 19,Atletico MG,1,Internacional,3,,
601505,2019-09-21,Round 20,Botafogo RJ,1,Sao Paulo,2,,
601508,2019-09-21,Round 20,Cruzeiro,1,Flamengo,2,,
601512,2019-09-21,Round 20,Corinthians,2,Bahia,1,,
601504,2019-09-22,Round 20,Vasco da Gama,1,Atletico PR,1,,
601509,2019-09-22,Round 20,Goias,3,Fluminense,0,,
601510,2019-09-22,Round 20,Fortaleza,0,Palmeiras,1,,
601511,2019-09-22,Round 20,CS Alagoano,1,Ceara,0,,
601506,2019-09-22,Round 20,Internacional,1,Chapecoense AF,0,,
601513,2019-09-22,Round 20,Santos FC,0,Gremio,3,,
601507,2019-09-24,Round 20,Avai FC,1,Atletico MG,0,,
601516,2019-09-25,Round 21,Ceara,0,Cruzeiro,0,,
601517,2019-09-26,Round 21,Palmeiras,6,CS Alagoano,2,,
601518,2019-09-26,Round 21,Sao Paulo,0,Goias,1,,
601519,2019-09-26,Round 21,Flamengo,3,Internacional,1,,
601523,2019-09-26,Round 21,Bahia,2,Botafogo RJ,0,,
601515,2019-09-27,Round 21,Atletico PR,4,Fortaleza,1,,
601520,2019-09-27,Round 21,Fluminense,1,Santos FC,1,,
601522,2019-09-27,Round 21,Gremio,6,Avai FC,1,,
601524,2019-09-28,Round 22,Flamengo,0,Sao Paulo,0,,
601532,2019-09-29,Round 22,Corinthians,1,Vasco da Gama,0,,
601531,2019-09-29,Round 22,Atletico PR,1,Chapecoense AF,1,,
601525,2019-09-29,Round 22,Fluminense,2,Gremio,1,,
601526,2019-09-29,Round 22,Internacional,1,Palmeiras,1,,
601528,2019-09-29,Round 22,Atletico MG,2,Ceara,1,,
601533,2019-09-29,Round 22,Santos FC,2,CS Alagoano,0,,
601529,2019-10-01,Round 22,Goias,1,Cruzeiro,0,,
601530,2019-10-01,Round 22,Fortaleza,1,Botafogo RJ,0,,
601527,2019-10-01,Round 22,Avai FC,0,Bahia,2,,
601514,2019-10-02,Round 21,Atletico MG,1,Vasco da Gama,2,,
601521,2019-10-02,Round 21,Chapecoense AF,0,Corinthians,1,,
601535,2019-10-05,Round 23,Bahia,1,Atletico PR,2,,
601539,2019-10-05,Round 23,Sao Paulo,2,Fortaleza,1,,
601540,2019-10-05,Round 23,Vasco da Gama,0,Santos FC,1,,
601542,2019-10-05,Round 23,Gremio,0,Corinthians,0,,
601534,2019-10-06,Round 23,Cruzeiro,1,Internacional,1,,
601536,2019-10-06,Round 23,Ceara,0,Goias,1,,
601537,2019-10-06,Round 23,CS Alagoano,3,Avai FC,1,,
601538,2019-10-06,Round 23,Palmeiras,1,Atletico MG,1,,
601541,2019-10-06,Round 23,Botafogo RJ,0,Fluminense,1,,
601543,2019-10-06,Round 23,Chapecoense AF,0,Flamengo,1,,
601546,2019-10-09,Round 24,Botafogo RJ,3,Goias,1,,
601552,2019-10-09,Round 24,CS Alagoano,1,Internacional,0,,
601544,2019-10-10,Round 24,Santos FC,2,Palmeiras,0,,
601553,2019-10-10,Round 24,Corinthians,2,Atletico PR,2,,
601547,2019-10-10,Round 24,Gremio,2,Ceara,1,,
601548,2019-10-10,Round 24,Avai FC,0,Vasco da Gama,0,,
601549,2019-10-10,Round 24,Cruzeiro,0,Fluminense,0,,
601550,2019-10-10,Round 24,Bahia,0,Sao Paulo,0,,
601551,2019-10-10,Round 24,Fortaleza,2,Chapecoense AF,0,,
601545,2019-10-11,Round 24,Flamengo,3,Atletico MG,1,,
601555,2019-10-12,Round 25,Goias,1,CS Alagoano,0,,
601561,2019-10-12,Round 25,Fluminense,2,Bahia,0,,
601554,2019-10-13,Round 25,Atletico MG,1,Gremio,4,,
601556,2019-10-13,Round 25,Ceara,1,Avai FC,0,,
601557,2019-10-13,Round 25,Atletico PR,0,Flamengo,2,,
601558,2019-10-13,Round 25,Palmeiras,1,Botafogo RJ,0,,
601559,2019-10-13,Round 25,Sao Paulo,1,Corinthians,0,,
601560,2019-10-13,Round 25,Vasco da Gama,1,Fortaleza,0,,
601562,2019-10-13,Round 25,Internacional,0,Santos FC,0,,
601563,2019-10-13,Round 25,Chapecoense AF,1,Cruzeiro,1,,
601572,2019-10-16,Round 26,CS Alagoano,2,Atletico MG,2,,
601567,2019-10-16,Round 26,Gremio,0,Bahia,1,,
601564,2019-10-17,Round 26,Santos FC,2,Ceara,1,,
601565,2019-10-17,Round 26,Vasco da Gama,2,Botafogo RJ,1,,
601573,2019-10-17,Round 26,Palmeiras,1,Chapecoense AF,0,,
601568,2019-10-17,Round 26,Avai FC,0,Internacional,2,,
601569,2019-10-17,Round 26,Cruzeiro,1,Sao Paulo,0,,
601570,2019-10-17,Round 26,Goias,2,Corinthians,2,,
601571,2019-10-17,Round 26,Fortaleza,1,Flamengo,2,,
601566,2019-10-18,Round 26,Fluminense,1,Atletico PR,2,,
601577,2019-10-19,Round 27,Bahia,1,Ceara,2,,
601578,2019-10-19,Round 27,Fortaleza,2,Gremio,1,,
601580,2019-10-19,Round 27,Corinthians,1,Cruzeiro,2,,
601574,2019-10-20,Round 27,Internacional,0,Vasco da Gama,1,,
601575,2019-10-20,Round 27,Chapecoense AF,2,Goias,2,,
601576,2019-10-20,Round 27,Atletico MG,2,Santos FC,0,,
601579,2019-10-20,Round 27,Atletico PR,1,Palmeiras,1,,
601581,2019-10-20,Round 27,Sao Paulo,1,Avai FC,0,,
601582,2019-10-20,Round 27,Flamengo,2,Fluminense,0,,
601583,2019-10-22,Round 27,Botafogo RJ,2,CS Alagoano,1,,
601584,2019-10-27,Round 28,Corinthians,0,Santos FC,0,,
601585,2019-10-27,Round 28,Sao Paulo,2,Atletico MG,0,,
601586,2019-10-27,Round 28,Flamengo,1,CS Alagoano,0,,
601587,2019-10-27,Round 28,Fluminense,1,Chapecoense AF,1,,
601588,2019-10-27,Round 28,Gremio,3,Botafogo RJ,0,,
601589,2019-10-27,Round 28,Avai FC,1,Palmeiras,2,,
601590,2019-10-27,Round 28,Cruzeiro,1,Fortaleza,1,,
601591,2019-10-27,Round 28,Bahia,2,Internacional,3,,
601592,2019-10-27,Round 28,Ceara,1,Vasco da Gama,1,,
601593,2019-10-27,Round 28,Atletico PR,4,Goias,1,,
601594,2019-10-30,Round 29,Botafogo RJ,0,Cruzeiro,2,,
601595,2019-10-30,Round 29,Internacional,1,Atletico PR,1,,
601596,2019-10-30,Round 29,Atletico MG,0,Chapecoense AF,2,,
601597,2019-10-30,Round 29,Avai FC,1,Fortaleza,3,,
601598,2019-10-30,Round 29,Ceara,2,Fluminense,0,,
601599,2019-10-30,Round 29,Goias,2,Flamengo,2,,
601600,2019-10-30,Round 29,Palmeiras,3,Sao Paulo,0,,
601601,2019-10-30,Round 29,CS Alagoano,2,Corinthians,1,,
601602,2019-10-30,Round 29,Santos FC,1,Bahia,0,,
601603,2019-10-30,Round 29,Vasco da Gama,1,Gremio,3,,
601604,2019-11-03,Round 30,Goias,2,Avai FC,0,,
601605,2019-11-03,Round 30,Fortaleza,2,Atletico MG,2,,
601606,2019-11-03,Round 30,Atletico PR,1,CS Alagoano,0,,
601607,2019-11-03,Round 30,Palmeiras,1,Ceara,0,,
601608,2019-11-03,Round 30,Santos FC,4,Botafogo RJ,1,,
601609,2019-11-03,Round 30,Flamengo,4,Corinthians,1,,
601610,2019-11-03,Round 30,Fluminense,0,Vasco da Gama,0,,
601611,2019-11-03,Round 30,Gremio,2,Internacional,0,,
601612,2019-11-03,Round 30,Chapecoense AF,0,Sao Paulo,3,,
601613,2019-11-03,Round 30,Cruzeiro,1,Bahia,1,,
601614,2019-11-06,Round 31,Vasco da Gama,1,Palmeiras,2,,
601615,2019-11-06,Round 31,Botafogo RJ,0,Flamengo,1,,
601616,2019-11-06,Round 31,Gremio,2,CS Alagoano,1,,
601617,2019-11-06,Round 31,Avai FC,1,Santos FC,2,,
601618,2019-11-06,Round 31,Atletico MG,2,Goias,0,,
601619,2019-11-06,Round 31,Bahia,1,Chapecoense AF,1,,
601620,2019-11-06,Round 31,Ceara,2,Internacional,0,,
601621,2019-11-06,Round 31,Atletico PR,0,Cruzeiro,0,,
601622,2019-11-06,Round 31,Corinthians,3,Fortaleza,2,,
601623,2019-11-06,Round 31,Sao Paulo,0,Fluminense,2,,
601624,2019-11-10,Round 32,Chapecoense AF,0,Gremio,1,,
601625,2019-11-10,Round 32,Cruzeiro,0,Atletico MG,0,,
601626,2019-11-10,Round 32,Goias,0,Santos FC,3,,
601627,2019-11-10,Round 32,Fortaleza,1,Ceara,0,,
601628,2019-11-10,Round 32,CS Alagoano,0,Vasco da Gama,3,,
601629,2019-11-10,Round 32,Palmeiras,1,Corinthians,1,,
601630,2019-11-10,Round 32,Sao Paulo,0,Atletico PR,1,,
601631,2019-11-10,Round 32,Flamengo,3,Bahia,1,,
601632,2019-11-10,Round 32,Botafogo RJ,2,Avai FC,0,,
601633,2019-11-10,Round 32,Internacional,2,Fluminense,1,,
601634,2019-11-17,Round 33,Santos FC,1,Sao Paulo,1,,
601635,2019-11-17,Round 33,Atletico PR,1,Botafogo RJ,0,,
601636,2019-11-17,Round 33,Vasco da Gama,1,Goias,1,,
601637,2019-11-17,Round 33,Fluminense,1,Atletico MG,1,,
601638,2019-11-17,Round 33,Gremio,0,Flamengo,1,,
601639,2019-11-17,Round 33,Chapecoense AF,1,Ceara,0,,
601640,2019-11-17,Round 33,Cruzeiro,0,Avai FC,0,,
601641,2019-11-17,Round 33,Fortaleza,3,CS Alagoano,0,,
601642,2019-11-17,Round 33,Corinthians,0,Internacional,0,,
601643,2019-11-17,Round 33,Bahia,1,Palmeiras,1,,
601644,2019-11-24,Round 34,Flamengo,,Vasco da Gama,,,
601645,2019-11-24,Round 34,Botafogo RJ,1,Corinthians,0,,
601646,2019-11-24,Round 34,Internacional,2,Fortaleza,2,,
601647,2019-11-24,Round 34,Avai FC,0,Chapecoense AF,1,,
601648,2019-11-24,Round 34,Atletico MG,0,Atletico PR,1,,
601649,2019-11-24,Round 34,Goias,4,Bahia,3,,
601650,2019-11-24,Round 34,Ceara,1,Sao Paulo,1,,
601651,2019-11-24,Round 34,CS Alagoano,0,Fluminense,1,,
601652,2019-11-24,Round 34,Palmeiras,1,Gremio,2,,
601653,2019-11-24,Round 34,Santos FC,4,Cruzeiro,1,,
601654,2019-11-27,Round 35,Bahia,1,Atletico MG,1,,
601655,2019-11-27,Round 35,Fortaleza,2,Santos FC,1,,
601656,2019-11-27,Round 35,Atletico PR,2,Gremio,0,,
601657,2019-11-27,Round 35,Corinthians,3,Avai FC,0,,
601658,2019-11-27,Round 35,Sao Paulo,1,Vasco da Gama,0,,
601659,2019-11-27,Round 35,Flamengo,4,Ceara,1,,
601660,2019-11-27,Round 35,Fluminense,1,Palmeiras,0,,
601661,2019-11-27,Round 35,Internacional,1,Goias,2,,
601662,2019-11-27,Round 35,Chapecoense AF,0,Botafogo RJ,1,,
601663,2019-11-27,Round 35,Cruzeiro,0,CS Alagoano,1,,
601664,2019-12-01,Round 36,Santos FC,2,Chapecoense AF,0,,
601665,2019-12-01,Round 36,Vasco da Gama,1,Cruzeiro,0,,
601666,2019-12-01,Round 36,Botafogo RJ,0,Internacional,1,,
601667,2019-12-01,Round 36,Gremio,3,Sao Paulo,0,,
601668,2019-12-01,Round 36,Avai FC,1,Fluminense,1,,
601669,2019-12-01,Round 36,Atletico MG,2,Corinthians,1,,
601670,2019-12-01,Round 36,Goias,1,Fortaleza,2,,
601671,2019-12-01,Round 36,Ceara,1,Atletico PR,1,,
601672,2019-12-01,Round 36,CS Alagoano,1,Bahia,2,,
601673,2019-12-01,Round 36,Palmeiras,1,Flamengo,3,,
601674,2019-12-04,Round 37,Chapecoense AF,3,CS Alagoano,0,,
601675,2019-12-04,Round 37,Atletico MG,2,Botafogo RJ,0,,
601676,2019-12-04,Round 37,Bahia,1,Vasco da Gama,1,,
601677,2019-12-04,Round 37,Ceara,0,Corinthians,1,,
601678,2019-12-04,Round 37,Palmeiras,5,Goias,1,,
601679,2019-12-04,Round 37,Sao Paulo,2,Internacional,1,,
601680,2019-12-04,Round 37,Atletico PR,1,Santos FC,0,,
601682,2019-12-04,Round 37,Fluminense,0,Fortaleza,0,,
601683,2019-12-04,Round 37,Gremio,2,Cruzeiro,0,,
601681,2019-12-05,Round 37,Flamengo,6,Avai FC,1,,
601684,2019-12-08,Round 38,Fortaleza,2,Bahia,1,,
601685,2019-12-08,Round 38,CS Alagoano,1,Sao Paulo,2,,
601686,2019-12-08,Round 38,Corinthians,1,Fluminense,2,,
601687,2019-12-08,Round 38,Santos FC,4,Flamengo,0,,
601688,2019-12-08,Round 38,Vasco da Gama,1,Chapecoense AF,1,,
601689,2019-12-08,Round 38,Botafogo RJ,1,Ceara,1,,
601690,2019-12-08,Round 38,Internacional,2,Atletico MG,1,,
601691,2019-12-08,Round 38,Avai FC,0,Atletico PR,0,,
601692,2019-12-08,Round 38,Cruzeiro,0,Palmeiras,2,,
601693,2019-12-08,Round 38,Goias,3,Gremio,2,,
