id,date,round,teamHome,scoreTeamHome,teamAway,scoreTeamAway,,image
520996,2016-06-24,Round 10,Sao Paulo,0,Sport,0,,
520997,2016-06-24,Round 10,Coritiba,1,Internacional,1,,
520998,2016-06-25,Round 11,Cruzeiro,2,Palmeiras,1,,
520999,2016-06-26,Round 11,Corinthians,2,Santa Cruz,1,,
521000,2016-06-26,Round 11,America MG,0,Atletico MG,1,,
521001,2016-06-26,Round 11,Vitoria,1,Ponte Preta,1,,
521002,2016-06-26,Round 11,Flamengo,1,Fluminense,2,,
521003,2016-06-26,Round 11,Atletico PR,2,Gremio,0,,
521004,2016-06-26,Round 11,Santos FC,3,Sao Paulo,0,,
521005,2016-06-26,Round 11,Internacional,2,Botafogo RJ,3,,
521006,2016-06-26,Round 11,Figueirense,0,Coritiba,0,,
521007,2016-06-26,Round 11,Sport,5,Chapecoense AF,1,,
521008,2016-06-29,Round 12,Gremio,3,Santos FC,2,,
521009,2016-06-29,Round 12,Vitoria,3,Sport,2,,
521010,2016-06-29,Round 12,Flamengo,1,Internacional,0,,
521011,2016-06-30,Round 12,Coritiba,1,Atletico PR,0,,
521012,2016-06-30,Round 12,Chapecoense AF,3,Cruzeiro,2,,
521013,2016-06-30,Round 12,America MG,0,Corinthians,2,,
521014,2016-06-30,Round 12,Sao Paulo,2,Fluminense,1,,
521015,2016-06-30,Round 12,Santa Cruz,0,Ponte Preta,3,,
521016,2016-06-30,Round 12,Palmeiras,4,Figueirense,0,,
521017,2016-07-01,Round 12,Atletico MG,5,Botafogo RJ,3,,
521018,2016-07-02,Round 13,Fluminense,0,Coritiba,0,,
521019,2016-07-02,Round 13,Atletico PR,1,America MG,0,,
521020,2016-07-03,Round 13,Internacional,0,Gremio,1,,
521021,2016-07-03,Round 13,Cruzeiro,2,Vitoria,2,,
521022,2016-07-03,Round 13,Botafogo RJ,2,Santa Cruz,1,,
521023,2016-07-03,Round 13,Ponte Preta,1,Sao Paulo,0,,
521024,2016-07-03,Round 13,Corinthians,4,Flamengo,0,,
521025,2016-07-03,Round 13,Santos FC,3,Chapecoense AF,0,,
521026,2016-07-03,Round 13,Figueirense,1,Atletico MG,1,,
521027,2016-07-05,Round 13,Sport,1,Palmeiras,3,,
521028,2016-07-09,Round 14,Chapecoense AF,0,Corinthians,2,,
521029,2016-07-09,Round 14,Coritiba,0,Botafogo RJ,0,,
521030,2016-07-10,Round 14,Ponte Preta,2,Sport,1,,
521031,2016-07-10,Round 14,Flamengo,2,Atletico MG,0,,
521032,2016-07-10,Round 14,Gremio,2,Figueirense,1,,
521033,2016-07-10,Round 14,Sao Paulo,3,America MG,0,,
521034,2016-07-10,Round 14,Santa Cruz,1,Internacional,0,,
521035,2016-07-10,Round 14,Vitoria,0,Fluminense,0,,
521036,2016-07-12,Round 14,Cruzeiro,0,Atletico PR,3,,
521037,2016-07-13,Round 14,Palmeiras,1,Santos FC,1,,
521038,2016-07-16,Round 15,Botafogo RJ,3,Flamengo,3,,
521039,2016-07-16,Round 15,Santos FC,3,Ponte Preta,1,,
521040,2016-07-17,Round 15,America MG,0,Santa Cruz,3,,
521041,2016-07-17,Round 15,Atletico PR,1,Vitoria,1,,
521042,2016-07-17,Round 15,Figueirense,1,Chapecoense AF,1,,
521043,2016-07-17,Round 15,Fluminense,2,Cruzeiro,0,,
521044,2016-07-17,Round 15,Corinthians,1,Sao Paulo,1,,
521045,2016-07-17,Round 15,Internacional,0,Palmeiras,1,,
521046,2016-07-17,Round 15,Sport,4,Gremio,2,,
521047,2016-07-19,Round 15,Atletico MG,2,Coritiba,1,,
521048,2016-07-23,Round 16,Corinthians,1,Figueirense,1,,
521049,2016-07-23,Round 16,Santa Cruz,0,Coritiba,1,,
521050,2016-07-24,Round 16,Ponte Preta,2,Internacional,2,,
521051,2016-07-24,Round 16,Palmeiras,0,Atletico MG,1,,
521052,2016-07-24,Round 16,Cruzeiro,1,Sport,2,,
521053,2016-07-24,Round 16,Gremio,1,Sao Paulo,0,,
521054,2016-07-24,Round 16,Atletico PR,1,Fluminense,0,,
521055,2016-07-24,Round 16,Chapecoense AF,2,Botafogo RJ,1,,
521056,2016-07-24,Round 16,Vitoria,2,Santos FC,3,,
521057,2016-07-26,Round 16,Flamengo,2,America MG,1,,
521058,2016-07-30,Round 17,Sport,2,Atletico PR,0,,
521059,2016-07-30,Round 17,Figueirense,1,Vitoria,0,,
521060,2016-07-31,Round 17,Atletico MG,3,Santa Cruz,0,,
521061,2016-07-31,Round 17,Fluminense,3,Ponte Preta,0,,
521062,2016-07-31,Round 17,Sao Paulo,2,Chapecoense AF,2,,
521063,2016-07-31,Round 17,Santos FC,2,Cruzeiro,0,,
521064,2016-07-31,Round 17,Internacional,0,Corinthians,1,,
521065,2016-07-31,Round 17,Coritiba,0,Flamengo,2,,
521066,2016-07-31,Round 17,Botafogo RJ,3,Palmeiras,1,,
521067,2016-07-31,Round 17,America MG,0,Gremio,0,,
521068,2016-08-03,Round 18,Vitoria,3,Coritiba,1,,
521069,2016-08-03,Round 18,Sport,1,America MG,1,,
521070,2016-08-04,Round 18,Atletico PR,2,Corinthians,0,,
521071,2016-08-04,Round 18,Santos FC,0,Flamengo,0,,
521072,2016-08-04,Round 18,Ponte Preta,2,Botafogo RJ,0,,
521073,2016-08-04,Round 18,Sao Paulo,1,Atletico MG,2,,
521074,2016-08-04,Round 18,Gremio,0,Santa Cruz,0,,
521075,2016-08-05,Round 18,Cruzeiro,4,Internacional,2,,
521076,2016-08-05,Round 18,Chapecoense AF,1,Palmeiras,1,,
521077,2016-08-06,Round 19,Flamengo,1,Atletico PR,0,,
521078,2016-08-07,Round 19,America MG,1,Santos FC,0,,
521079,2016-08-07,Round 19,Palmeiras,2,Vitoria,1,,
521080,2016-08-07,Round 19,Coritiba,3,Ponte Preta,1,,
521081,2016-08-07,Round 19,Santa Cruz,1,Sao Paulo,2,,
521082,2016-08-07,Round 19,Internacional,2,Fluminense,2,,
521083,2016-08-07,Round 19,Figueirense,1,Sport,1,,
521084,2016-08-09,Round 19,Atletico MG,3,Chapecoense AF,1,,
521085,2016-08-09,Round 19,Corinthians,1,Cruzeiro,1,,
521086,2016-08-13,Round 20,Sport,1,Flamengo,0,,
521087,2016-08-13,Round 20,Ponte Preta,2,Figueirense,0,,
521088,2016-08-14,Round 20,Gremio,3,Corinthians,0,,
521089,2016-08-14,Round 20,Fluminense,1,America MG,0,,
521090,2016-08-14,Round 20,Vitoria,2,Santa Cruz,2,,
521091,2016-08-14,Round 20,Santos FC,3,Atletico MG,0,,
521092,2016-08-14,Round 20,Cruzeiro,2,Coritiba,2,,
521093,2016-08-14,Round 20,Sao Paulo,0,Botafogo RJ,1,,
521094,2016-08-14,Round 20,Coritiba,,Cruzeiro,,,
521095,2016-08-14,Round 20,Atletico PR,0,Palmeiras,1,,
521096,2016-08-16,Round 20,Chapecoense AF,1,Internacional,0,,
521097,2016-08-20,Round 21,America MG,1,Chapecoense AF,2,,
521098,2016-08-21,Round 21,Botafogo RJ,3,Sport,0,,
521099,2016-08-21,Round 21,Flamengo,2,Gremio,1,,
521100,2016-08-21,Round 21,Atletico MG,1,Atletico PR,0,,
521101,2016-08-21,Round 21,Santa Cruz,0,Fluminense,1,,
521102,2016-08-21,Round 21,Palmeiras,2,Ponte Preta,2,,
521103,2016-08-21,Round 21,Internacional,1,Sao Paulo,1,,
521104,2016-08-21,Round 21,Coritiba,2,Santos FC,1,,
521105,2016-08-21,Round 21,Figueirense,1,Cruzeiro,2,,
521106,2016-08-23,Round 21,Corinthians,2,Vitoria,1,,
521107,2016-08-27,Round 22,Ponte Preta,2,Corinthians,0,,
521108,2016-08-28,Round 22,Cruzeiro,2,Santa Cruz,0,,
521109,2016-08-28,Round 22,Santos FC,0,Figueirense,1,,
521110,2016-08-28,Round 22,Gremio,1,Atletico MG,1,,
521111,2016-08-28,Round 22,Chapecoense AF,1,Flamengo,3,,
521112,2016-08-28,Round 22,Fluminense,0,Palmeiras,2,,
521113,2016-08-28,Round 22,Sao Paulo,0,Coritiba,0,,
521114,2016-08-28,Round 22,Vitoria,2,America MG,1,,
521115,2016-08-28,Round 22,Sport,1,Internacional,1,,
521116,2016-08-30,Round 22,Atletico PR,1,Botafogo RJ,0,,
521117,2016-09-03,Round 18,Fluminense,3,Figueirense,2,,
521118,2016-09-04,Round 19,Botafogo RJ,2,Gremio,1,,
521119,2016-09-07,Round 23,Botafogo RJ,1,Fluminense,0,,
521120,2016-09-07,Round 23,Santa Cruz,2,Chapecoense AF,2,,
521121,2016-09-07,Round 23,Figueirense,1,Atletico PR,0,,
521122,2016-09-07,Round 23,Atletico MG,2,Vitoria,1,,
521123,2016-09-08,Round 23,Flamengo,2,Ponte Preta,1,,
521124,2016-09-08,Round 23,Palmeiras,2,Sao Paulo,1,,
521125,2016-09-08,Round 23,Coritiba,4,Gremio,0,,
521126,2016-09-08,Round 23,Corinthians,3,Sport,0,,
521127,2016-09-09,Round 23,America MG,0,Cruzeiro,2,,
521128,2016-09-09,Round 23,Internacional,2,Santos FC,1,,
521129,2016-09-10,Round 24,Vitoria,1,Flamengo,2,,
521130,2016-09-11,Round 24,Chapecoense AF,1,Coritiba,0,,
521131,2016-09-11,Round 24,Sao Paulo,3,Figueirense,1,,
521132,2016-09-11,Round 24,Sport,5,Santa Cruz,3,,
521133,2016-09-11,Round 24,Santos FC,2,Corinthians,1,,
521134,2016-09-11,Round 24,Cruzeiro,0,Botafogo RJ,2,,
521135,2016-09-11,Round 24,Atletico PR,2,Internacional,1,,
521136,2016-09-11,Round 24,Gremio,0,Palmeiras,0,,
521137,2016-09-11,Round 24,Ponte Preta,1,America MG,1,,
521138,2016-09-13,Round 24,Fluminense,4,Atletico MG,2,,
521139,2016-09-14,Round 25,Botafogo RJ,0,Santos FC,1,,
521140,2016-09-14,Round 25,Figueirense,2,America MG,2,,
521141,2016-09-15,Round 25,Ponte Preta,3,Gremio,0,,
521142,2016-09-15,Round 25,Santa Cruz,1,Atletico PR,0,,
521143,2016-09-15,Round 25,Coritiba,1,Corinthians,1,,
521144,2016-09-15,Round 25,Palmeiras,1,Flamengo,1,,
521145,2016-09-15,Round 25,Fluminense,1,Chapecoense AF,2,,
521146,2016-09-15,Round 25,Atletico MG,1,Sport,0,,
521147,2016-09-16,Round 25,Sao Paulo,1,Cruzeiro,0,,
521148,2016-09-16,Round 25,Internacional,0,Vitoria,1,,
521149,2016-09-17,Round 26,Corinthians,0,Palmeiras,2,,
521150,2016-09-18,Round 26,Flamengo,2,Figueirense,0,,
521151,2016-09-18,Round 26,Sport,0,Coritiba,1,,
521152,2016-09-18,Round 26,Cruzeiro,1,Atletico MG,1,,
521153,2016-09-18,Round 26,Gremio,0,Fluminense,1,,
521154,2016-09-18,Round 26,Atletico PR,1,Sao Paulo,0,,
521155,2016-09-18,Round 26,Chapecoense AF,2,Ponte Preta,2,,
521156,2016-09-18,Round 26,Santos FC,3,Santa Cruz,2,,
521157,2016-09-18,Round 26,Vitoria,0,Botafogo RJ,1,,
521158,2016-09-20,Round 26,America MG,1,Internacional,0,,
521159,2016-09-24,Round 27,Palmeiras,2,Coritiba,1,,
521160,2016-09-24,Round 27,Sport,1,Santos FC,0,,
521161,2016-09-25,Round 27,America MG,1,Botafogo RJ,0,,
521162,2016-09-25,Round 27,Atletico PR,3,Ponte Preta,0,,
521163,2016-09-25,Round 27,Figueirense,3,Santa Cruz,1,,
521164,2016-09-25,Round 27,Gremio,1,Chapecoense AF,0,,
521165,2016-09-25,Round 27,Vitoria,2,Sao Paulo,0,,
521166,2016-09-25,Round 27,Flamengo,2,Cruzeiro,1,,
521167,2016-09-25,Round 27,Corinthians,0,Fluminense,1,,
521168,2016-09-25,Round 27,Atletico MG,3,Internacional,1,,
521169,2016-10-01,Round 28,Fluminense,3,Sport,1,,
521170,2016-10-01,Round 28,Sao Paulo,0,Flamengo,0,,
521171,2016-10-01,Round 28,Santos FC,2,Atletico PR,0,,
521172,2016-10-01,Round 28,Chapecoense AF,1,Vitoria,4,,
521173,2016-10-01,Round 28,Ponte Preta,1,Atletico MG,2,,
521174,2016-10-01,Round 28,Botafogo RJ,2,Corinthians,0,,
521175,2016-10-01,Round 28,Cruzeiro,1,Gremio,0,,
521176,2016-10-02,Round 28,Internacional,1,Figueirense,0,,
521177,2016-10-04,Round 28,Santa Cruz,2,Palmeiras,3,,
521178,2016-10-04,Round 28,Coritiba,3,America MG,0,,
521179,2016-10-05,Round 29,Vitoria,0,Gremio,1,,
521180,2016-10-05,Round 29,Atletico PR,3,Chapecoense AF,1,,
521181,2016-10-06,Round 29,Corinthians,0,Atletico MG,0,,
521182,2016-10-06,Round 29,Santos FC,2,Fluminense,1,,
521183,2016-10-06,Round 29,Sport,1,Sao Paulo,1,,
521184,2016-10-06,Round 29,Internacional,1,Coritiba,0,,
521185,2016-10-09,Round 29,Cruzeiro,2,Ponte Preta,0,,
521186,2016-10-09,Round 29,Figueirense,0,Botafogo RJ,1,,
521187,2016-10-09,Round 29,Flamengo,3,Santa Cruz,0,,
521188,2016-10-09,Round 29,America MG,0,Palmeiras,2,,
521189,2016-10-12,Round 30,Chapecoense AF,3,Sport,0,,
521190,2016-10-12,Round 30,Coritiba,0,Figueirense,0,,
521191,2016-10-13,Round 30,Botafogo RJ,1,Internacional,0,,
521192,2016-10-13,Round 30,Santa Cruz,2,Corinthians,4,,
521193,2016-10-13,Round 30,Ponte Preta,2,Vitoria,0,,
521194,2016-10-13,Round 30,Palmeiras,0,Cruzeiro,0,,
521195,2016-10-13,Round 30,Atletico MG,3,America MG,0,,
521196,2016-10-14,Round 30,Fluminense,1,Flamengo,2,,
521197,2016-10-14,Round 30,Sao Paulo,0,Santos FC,1,,
521198,2016-10-14,Round 30,Gremio,1,Atletico PR,0,,
521199,2016-10-16,Round 31,Cruzeiro,0,Chapecoense AF,0,,
521200,2016-10-16,Round 31,Internacional,2,Flamengo,1,,
521201,2016-10-16,Round 31,Atletico PR,2,Coritiba,0,,
521202,2016-10-16,Round 31,Botafogo RJ,3,Atletico MG,2,,
521203,2016-10-16,Round 31,Figueirense,1,Palmeiras,2,,
521204,2016-10-16,Round 31,Ponte Preta,3,Santa Cruz,0,,
521205,2016-10-16,Round 31,Corinthians,2,America MG,0,,
521206,2016-10-16,Round 31,Sport,1,Vitoria,0,,
521207,2016-10-16,Round 31,Santos FC,1,Gremio,1,,
521208,2016-10-17,Round 31,Fluminense,1,Sao Paulo,2,,
521209,2016-10-20,Round 32,Santa Cruz,0,Botafogo RJ,1,,
521210,2016-10-22,Round 32,Sao Paulo,2,Ponte Preta,0,,
521211,2016-10-23,Round 32,Vitoria,0,Cruzeiro,1,,
521212,2016-10-23,Round 32,Flamengo,2,Corinthians,2,,
521213,2016-10-23,Round 32,Palmeiras,2,Sport,1,,
521214,2016-10-23,Round 32,Gremio,0,Internacional,0,,
521215,2016-10-23,Round 32,Coritiba,1,Fluminense,1,,
521216,2016-10-23,Round 32,Chapecoense AF,0,Santos FC,1,,
521217,2016-10-23,Round 32,Atletico MG,3,Figueirense,0,,
521218,2016-10-24,Round 32,America MG,1,Atletico PR,0,,
521219,2016-10-27,Round 33,Sport,1,Ponte Preta,0,,
521220,2016-10-28,Round 33,Fluminense,2,Vitoria,2,,
521221,2016-10-29,Round 33,Corinthians,1,Chapecoense AF,1,,
521222,2016-10-29,Round 33,Atletico MG,2,Flamengo,2,,
521223,2016-10-29,Round 33,Atletico PR,1,Cruzeiro,0,,
521224,2016-10-29,Round 33,Internacional,1,Santa Cruz,1,,
521225,2016-10-29,Round 33,Botafogo RJ,0,Coritiba,0,,
521226,2016-10-29,Round 33,Santos FC,1,Palmeiras,0,,
521227,2016-10-29,Round 33,Figueirense,0,Gremio,0,,
521228,2016-10-31,Round 33,America MG,1,Sao Paulo,0,,
521229,2016-11-05,Round 34,Flamengo,0,Botafogo RJ,0,,
521230,2016-11-05,Round 34,Sao Paulo,4,Corinthians,0,,
521231,2016-11-06,Round 34,Ponte Preta,1,Santos FC,2,,
521232,2016-11-06,Round 34,Vitoria,3,Atletico PR,2,,
521233,2016-11-06,Round 34,Santa Cruz,1,America MG,0,,
521234,2016-11-06,Round 34,Palmeiras,1,Internacional,0,,
521235,2016-11-06,Round 34,Cruzeiro,4,Fluminense,2,,
521236,2016-11-06,Round 34,Coritiba,2,Atletico MG,0,,
521237,2016-11-06,Round 34,Chapecoense AF,1,Figueirense,0,,
521238,2016-11-07,Round 34,Gremio,0,Sport,3,,
521239,2016-11-15,Round 35,Fluminense,1,Atletico PR,1,,
521240,2016-11-16,Round 35,Botafogo RJ,0,Chapecoense AF,2,,
521241,2016-11-16,Round 35,Coritiba,1,Santa Cruz,0,,
521242,2016-11-16,Round 35,America MG,0,Flamengo,1,,
521243,2016-11-16,Round 35,Sport,0,Cruzeiro,1,,
521244,2016-11-16,Round 35,Figueirense,1,Corinthians,1,,
521245,2016-11-17,Round 35,Sao Paulo,1,Gremio,1,,
521246,2016-11-17,Round 35,Santos FC,3,Vitoria,2,,
521247,2016-11-17,Round 35,Atletico MG,1,Palmeiras,1,,
521248,2016-11-17,Round 35,Internacional,1,Ponte Preta,1,,
521249,2016-11-20,Round 36,Cruzeiro,2,Santos FC,2,,
521250,2016-11-20,Round 36,Gremio,3,America MG,0,,
521251,2016-11-20,Round 36,Atletico PR,2,Sport,0,,
521252,2016-11-20,Round 36,Vitoria,4,Figueirense,0,,
521253,2016-11-20,Round 36,Ponte Preta,1,Fluminense,0,,
521254,2016-11-20,Round 36,Palmeiras,1,Botafogo RJ,0,,
521255,2016-11-20,Round 36,Chapecoense AF,2,Sao Paulo,0,,
521256,2016-11-20,Round 36,Flamengo,2,Coritiba,2,,
521257,2016-11-20,Round 36,Santa Cruz,3,Atletico MG,3,,
521258,2016-11-21,Round 36,Corinthians,1,Internacional,0,,
521259,2016-11-26,Round 37,Botafogo RJ,1,Ponte Preta,1,,
521260,2016-11-26,Round 37,America MG,2,Sport,2,,
521261,2016-11-26,Round 37,Corinthians,0,Atletico PR,0,,
521262,2016-11-27,Round 37,Flamengo,2,Santos FC,0,,
521263,2016-11-27,Round 37,Palmeiras,1,Chapecoense AF,0,,
521264,2016-11-27,Round 37,Atletico MG,1,Sao Paulo,2,,
521265,2016-11-27,Round 37,Internacional,1,Cruzeiro,0,,
521266,2016-11-27,Round 37,Figueirense,1,Fluminense,0,,
521267,2016-11-27,Round 37,Santa Cruz,5,Gremio,1,,
521268,2016-11-28,Round 37,Coritiba,0,Vitoria,1,,
521269,2016-12-11,Round 38,Sport,2,Figueirense,0,,
521270,2016-12-11,Round 38,Santos FC,1,America MG,0,,
521271,2016-12-11,Round 38,Cruzeiro,3,Corinthians,2,,
521272,2016-12-11,Round 38,Gremio,0,Botafogo RJ,1,,
521273,2016-12-11,Round 38,Atletico PR,0,Flamengo,0,,
521274,2016-12-11,Round 38,Vitoria,1,Palmeiras,2,,
521275,2016-12-11,Round 38,Chapecoense AF,0,Atletico MG,0,,
521276,2016-12-11,Round 38,Fluminense,1,Internacional,1,,
521277,2016-12-11,Round 38,Ponte Preta,2,Coritiba,0,,
521278,2016-12-11,Round 38,Sao Paulo,5,Santa Cruz,0,,
